PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NOx (ppb),NH3 (µg/m³),hour,month,dayofweek
13.5,39.25,0.28,3.05,0.3,35.98,1.85,3.4,5,9,2
11.25,34.0,0.55,5.48,0.38,31.22,3.35,3.62,6,9,2
20.0,37.75,0.38,5.72,0.38,38.88,3.38,3.52,7,9,2
22.25,33.0,0.73,8.62,0.44,36.95,5.18,3.55,8,9,2
20.0,23.5,1.27,9.05,0.5,47.98,5.82,3.62,9,9,2
22.0,30.5,1.02,7.6,0.51,59.08,4.9,3.72,10,9,2
27.75,38.75,0.88,4.28,0.38,57.52,3.0,4.53,11,9,2
22.5,49.5,1.1,4.08,0.36,57.45,3.1,5.18,12,9,2
21.75,53.5,1.2,5.22,0.38,55.78,3.75,5.9,13,9,2
25.0,56.75,0.75,5.65,0.38,48.75,3.6,4.7,14,9,2
27.0,46.25,0.45,6.3,0.36,50.48,3.72,4.5,15,9,2
21.75,36.75,0.35,6.78,0.37,44.25,3.9,4.25,16,9,2
19.5,39.0,1.25,11.32,0.51,21.68,7.05,3.8,17,9,2
23.5,36.75,1.35,15.1,0.61,13.77,9.12,3.72,18,9,2
21.75,43.0,1.27,15.22,0.67,8.9,9.15,3.55,19,9,2
27.5,45.75,3.22,17.48,0.84,6.95,11.9,3.3,20,9,2
33.0,53.75,1.32,11.82,0.69,8.1,7.35,3.5,21,9,2
21.5,44.0,1.25,11.0,0.6,7.28,6.9,3.2,22,9,2
17.0,37.75,2.5,10.68,0.54,5.38,7.72,3.12,23,9,2
20.25,43.75,5.58,13.02,0.47,5.9,11.45,3.08,0,9,3
20.75,51.0,6.0,11.1,0.38,2.83,10.78,3.12,1,9,3
18.25,38.5,1.35,7.48,0.26,7.52,5.1,2.95,2,9,3
12.5,31.5,1.8,8.65,0.25,6.2,6.05,2.88,3,9,3
13.75,31.75,0.65,5.28,0.23,13.35,3.32,3.3,4,9,3
9.75,19.25,0.45,3.85,0.26,13.4,2.45,3.3,5,9,3
11.5,34.75,0.92,5.85,0.34,15.8,3.88,3.4,6,9,3
13.0,50.75,1.08,4.52,0.31,20.95,3.25,3.2,7,9,3
21.25,56.5,1.02,3.72,0.28,32.3,2.8,3.45,8,9,3
16.0,56.0,0.95,4.38,0.3,46.4,3.1,4.32,9,9,3
19.5,57.75,0.68,4.55,0.32,57.9,2.95,5.45,10,9,3
21.0,51.5,0.5,5.05,0.32,71.32,3.1,5.82,11,9,3
21.75,56.0,0.85,6.55,0.36,76.82,4.18,5.78,12,9,3
23.0,56.25,0.72,5.55,0.36,83.0,3.55,5.52,13,9,3
22.25,61.0,0.8,5.88,0.35,86.3,3.78,5.55,14,9,3
30.75,72.0,0.65,6.08,0.32,66.62,3.75,5.32,15,9,3
16.25,57.0,0.82,6.72,0.32,55.18,4.28,5.32,16,9,3
8.75,46.75,0.85,11.18,0.36,41.1,6.62,5.03,17,9,3
16.5,64.0,1.72,21.05,0.54,17.42,12.62,4.72,18,9,3
21.75,77.5,3.38,28.8,0.78,8.18,18.08,4.3,19,9,3
28.5,90.5,11.55,28.3,1.12,5.6,24.4,4.12,20,9,3
45.25,132.75,26.12,26.05,1.69,4.62,35.1,3.85,21,9,3
53.5,195.25,12.0,26.33,1.1,4.42,23.78,3.92,22,9,3
28.5,86.25,2.78,20.62,0.67,9.9,13.2,4.15,23,9,3
25.0,79.0,0.88,10.35,0.38,10.3,6.22,3.98,0,9,4
29.0,70.0,0.45,7.35,0.33,7.3,4.3,3.95,1,9,4
18.25,54.5,0.68,7.02,0.29,8.95,4.28,4.05,2,9,4
17.25,71.5,1.95,8.75,0.29,6.0,6.25,3.92,3,9,4
22.25,100.0,1.82,9.5,0.33,6.65,6.55,3.82,4,9,4
24.5,89.25,1.3,9.55,0.36,9.93,6.15,3.82,5,9,4
26.25,69.0,0.9,5.18,0.3,18.23,3.48,3.75,6,9,4
16.75,46.5,0.62,3.9,0.29,28.05,2.58,3.68,7,9,4
24.5,65.5,1.55,8.52,0.42,37.4,5.78,5.35,8,9,4
42.5,103.5,1.0,7.6,0.42,65.72,4.85,6.52,9,9,4
45.5,99.25,0.82,6.5,0.34,73.55,4.15,6.7,10,9,4
35.0,85.0,0.85,5.78,0.51,70.22,3.75,6.05,11,9,4
25.75,69.0,1.1,4.75,0.64,52.95,3.45,4.82,12,9,4
20.25,63.5,0.88,4.53,0.63,69.05,3.12,4.12,13,9,4
19.5,62.25,1.23,4.12,0.42,76.58,3.2,4.2,14,9,4
26.25,76.5,0.95,5.4,0.36,54.48,3.6,3.45,15,9,4
30.0,71.0,0.47,9.5,0.32,49.5,5.3,6.72,16,9,4
26.75,60.5,0.88,10.12,0.34,56.52,6.1,4.45,17,9,4
31.5,78.25,0.7,15.6,0.46,39.95,8.85,5.75,18,9,4
38.5,88.25,1.0,22.35,0.66,23.52,12.72,6.7,19,9,4
44.75,106.75,0.75,21.88,0.66,18.18,12.23,7.05,20,9,4
76.0,130.5,0.55,20.82,0.48,23.92,11.52,6.22,21,9,4
36.0,85.25,0.25,13.75,0.3,31.12,7.5,5.52,22,9,4
30.75,71.5,0.32,11.5,0.27,32.85,6.38,5.42,23,9,4
29.0,76.25,0.57,14.65,0.39,11.0,8.28,4.68,0,9,5
34.25,78.75,0.2,5.28,0.43,27.1,2.98,4.72,1,9,5
29.75,48.0,0.42,5.05,0.4,26.6,3.05,3.95,2,9,5
34.5,58.25,0.32,4.75,0.38,26.9,2.8,3.9,3,9,5
29.75,61.75,0.28,5.28,0.39,27.28,3.05,4.58,4,9,5
27.25,81.25,0.5,7.48,0.33,46.22,4.35,5.55,5,9,5
11.0,115.0,0.6,5.4,0.34,35.75,3.35,5.28,6,9,5
15.75,67.0,0.72,6.6,0.4,37.52,4.12,4.72,7,9,5
22.5,68.0,1.65,8.68,0.49,39.5,5.98,3.7,8,9,5
22.25,65.75,1.48,8.62,0.46,45.02,5.8,3.68,9,9,5
14.75,43.75,1.02,5.65,0.42,63.95,3.82,3.45,10,9,5
14.5,42.5,0.8,5.48,0.44,87.88,3.58,5.0,11,9,5
27.5,81.75,2.03,4.85,0.43,78.18,4.22,5.82,12,9,5
32.75,99.25,1.08,4.58,0.45,66.08,3.3,5.18,13,9,5
46.0,139.75,0.48,5.4,0.42,87.6,3.25,5.5,14,9,5
42.5,128.0,0.68,7.48,0.41,83.98,4.53,5.35,15,9,5
29.0,88.25,0.82,7.85,0.44,78.32,4.88,4.97,16,9,5
25.25,77.5,0.62,9.2,0.45,60.6,5.42,4.35,17,9,5
17.75,52.75,0.3,14.48,0.55,51.72,7.92,4.22,18,9,5
25.0,75.5,0.28,16.02,0.59,38.88,8.78,3.95,19,9,5
27.25,81.75,0.25,13.22,0.55,36.35,7.22,3.4,20,9,5
22.75,68.75,0.65,18.15,0.63,23.18,10.18,3.7,21,9,5
21.5,64.0,1.8,29.08,0.81,7.42,16.92,3.55,22,9,5
33.0,99.5,1.18,22.08,0.64,15.3,12.7,3.6,23,9,5
29.25,87.75,0.25,11.23,0.41,19.83,6.15,3.72,0,9,6
29.25,87.5,0.27,9.73,0.35,28.63,5.4,3.67,1,9,6
23.5,71.5,0.23,5.07,0.26,36.17,2.9,3.83,2,9,6
15.5,46.0,0.13,3.5,0.25,22.12,1.98,3.58,3,9,6
18.5,55.75,0.1,4.5,0.3,13.38,2.35,3.18,4,9,6
21.25,63.0,0.2,5.38,0.35,16.27,2.95,3.05,5,9,6
25.25,75.75,0.7,6.68,0.41,21.37,4.1,3.0,6,9,6
38.75,115.25,1.3,7.68,0.44,23.62,5.15,4.25,7,9,6
43.0,129.0,1.32,6.32,0.41,35.4,4.4,4.3,8,9,6
33.75,100.25,0.9,4.9,0.39,56.6,3.35,4.38,9,9,6
25.5,76.75,0.55,4.25,0.36,66.78,2.7,4.4,10,9,6
29.0,86.25,0.43,4.12,0.38,67.28,2.55,4.55,11,9,6
36.25,93.25,0.6,5.32,0.46,82.58,3.32,4.53,12,9,6
45.75,81.75,0.62,4.18,0.33,60.75,2.75,3.98,13,9,6
31.5,64.0,0.9,7.68,0.29,21.5,4.78,2.12,14,9,6
7.75,14.0,1.17,10.05,0.31,17.4,6.3,2.4,15,9,6
10.0,20.0,2.1,9.55,0.32,18.38,6.78,2.92,16,9,6
13.0,26.0,0.82,9.7,0.36,14.18,5.8,2.6,17,9,6
15.5,30.25,0.45,8.2,0.4,15.08,4.72,2.85,18,9,6
20.75,35.0,0.57,6.18,0.37,19.6,3.8,3.0,19,9,6
23.75,34.5,0.18,5.1,0.35,20.2,2.9,2.75,20,9,6
22.0,32.0,0.3,5.8,0.4,19.3,3.3,2.8,21,9,6
23.5,36.0,0.3,6.684615384615384,0.4,19.3,3.3,2.8307692307692305,22,9,6
25.0,40.0,0.3,7.569230769230769,0.4,19.3,3.3,2.8615384615384616,23,9,6
26.5,44.0,0.3,8.453846153846154,0.4,19.3,3.3,2.8923076923076922,0,9,0
28.0,48.0,0.3,9.338461538461537,0.4,19.3,3.3,2.923076923076923,1,9,0
29.5,52.0,0.3,10.223076923076924,0.4,19.3,3.3,2.953846153846154,2,9,0
31.0,56.0,0.3,11.107692307692307,0.4,19.3,3.3,2.9846153846153847,3,9,0
32.5,60.0,0.3,11.992307692307692,0.4,19.3,3.3,3.0153846153846153,4,9,0
34.0,64.0,0.3,12.876923076923077,0.4,19.3,3.3,3.046153846153846,5,9,0
35.5,68.0,0.3,13.76153846153846,0.4,19.3,3.3,3.076923076923077,6,9,0
37.0,72.0,0.3,14.646153846153847,0.4,19.3,3.3,3.1076923076923078,7,9,0
38.5,76.0,0.3,15.53076923076923,0.4,19.3,3.3,3.138461538461539,8,9,0
40.0,80.0,0.3,16.415384615384614,0.0,0.2,0.0,3.1692307692307695,9,9,0
41.5,84.0,0.3,17.3,0.0,5.3,2.02,3.2,10,9,0
43.0,88.0,0.3,15.95,0.51,5.5,6.88,5.0,11,9,0
51.0,92.0,0.67,15.6,0.6,15.15,8.62,5.52,12,9,0
52.0,111.0,0.9,13.48,0.59,39.58,7.72,5.38,13,9,0
58.5,122.25,1.15,10.62,0.55,52.02,6.57,4.25,14,9,0
63.0,97.25,0.68,8.43,0.45,47.68,5.0,3.9,15,9,0
39.0,72.25,2.7,17.55,0.35,33.98,11.5,1.88,16,9,0
4.25,47.25,2.6,23.52,0.44,15.1,14.65,2.68,17,9,0
11.25,22.25,0.62,12.92,0.41,25.12,7.38,3.12,18,9,0
7.25,22.0,0.18,7.2,0.34,28.85,3.98,2.85,19,9,0
5.5,20.0,0.4,8.52,0.38,27.72,4.75,2.4,20,9,0
6.75,24.75,0.28,6.18,0.36,29.2,3.5,1.92,21,9,0
5.25,15.0,0.35,6.58,0.33,29.15,3.78,1.52,22,9,0
3.0,7.0,0.25,7.12,0.34,27.35,4.0,1.48,23,9,0
2.75,5.0,0.22,6.62,0.36,27.8,3.68,1.85,0,9,1
3.25,11.25,0.2,9.07,0.44,23.7,4.97,2.1,1,9,1
10.0,33.0,0.33,13.57,0.58,16.4,7.53,5.47,2,9,1
16.75,44.0,0.35,10.7,0.56,17.98,5.95,4.9,3,9,1
16.5,44.5,0.3,8.02,0.58,20.08,4.5,5.35,4,9,1
19.5,54.0,0.55,7.32,0.57,19.6,4.32,5.7,5,9,1
22.25,71.5,1.02,7.28,0.62,18.77,4.7,5.55,6,9,1
26.0,47.0,1.02,7.25,0.7,21.98,4.72,5.72,7,9,1
27.0,57.0,1.15,8.2,0.7,29.8,5.28,5.75,8,9,1
33.5,64.75,1.25,10.42,0.65,37.83,6.55,5.98,9,9,1
28.0,62.0,1.62,9.93,0.6,31.88,6.6,6.55,10,9,1
25.25,52.75,1.2,9.12,0.59,38.35,5.85,5.52,11,9,1
13.75,41.0,1.65,6.7,0.51,43.98,4.88,4.97,12,9,1
9.0,28.25,1.2,7.05,0.52,38.12,4.7,4.52,13,9,1
9.75,20.75,1.1,8.5,0.53,34.15,5.45,4.03,14,9,1
11.25,15.75,1.0,7.92,0.53,29.18,5.03,3.45,15,9,1
7.25,14.25,0.42,7.0,0.48,22.2,4.05,3.35,16,9,1
3.25,11.0,0.82,9.18,0.57,17.18,5.55,4.25,17,9,1
1.25,11.5,1.05,9.5,0.61,11.38,5.88,4.28,18,9,1
3.0,14.25,0.92,12.68,0.69,8.82,7.5,4.03,19,9,1
11.0,21.75,2.9,17.3,0.94,6.88,11.55,4.3,20,9,1
22.75,41.0,3.15,14.8,0.95,5.1,10.42,3.82,21,9,1
14.0,23.5,2.05,11.2,0.77,6.32,7.65,3.35,22,9,1
10.0,23.5,0.8,7.62,0.53,7.98,4.47,3.12,23,9,1
5.0,18.0,0.37,5.3,0.36,6.4,3.02,3.28,0,9,2
1.0,16.5,0.2,3.67,0.32,18.97,2.1,3.8,1,9,2
1.0,10.5,0.2,3.23,0.31,12.12,1.87,4.3,2,9,2
1.0,9.0,0.52,3.75,0.32,8.72,2.42,4.5,3,9,2
1.0,9.5,0.62,4.25,0.34,8.17,2.78,4.5,4,9,2
1.0,14.0,0.57,4.92,0.36,15.62,3.1,4.12,5,9,2
1.0,9.75,0.68,4.38,0.37,23.15,2.85,3.65,6,9,2
1.0,9.25,0.75,6.08,0.39,22.35,3.82,3.42,7,9,2
4.0,9.5,1.38,6.12,0.38,23.85,4.38,3.78,8,9,2
3.75,10.0,1.5,5.4,0.38,30.2,4.08,4.45,9,9,2
3.5,17.5,1.32,6.02,0.42,43.15,4.3,4.85,10,9,2
5.5,16.5,1.12,7.02,0.47,44.62,4.65,4.32,11,9,2
4.25,16.75,0.75,6.28,0.46,32.4,3.92,3.8,12,9,2
4.5,11.5,1.15,10.25,0.52,25.12,6.38,3.2,13,9,2
5.75,11.25,2.38,14.52,0.62,23.62,9.68,2.98,14,9,2
5.5,15.5,1.0,8.48,0.44,33.25,5.32,3.7,15,9,2
9.25,15.25,1.3,11.38,0.48,31.28,7.1,4.35,16,9,2
13.0,20.0,1.12,12.7,0.56,29.22,7.65,4.68,17,9,2
13.0,17.0,0.85,11.7,0.57,25.68,6.9,4.75,18,9,2
13.0,14.0,0.72,13.22,0.64,24.98,7.62,3.75,19,9,2
12.0,14.0,0.28,14.6,0.73,19.77,8.0,3.4,20,9,2
18.0,26.0,0.65,14.62,0.76,12.65,8.32,3.12,21,9,2
17.25,27.25,0.57,11.18,0.74,9.62,6.42,3.0,22,9,2
15.0,27.5,0.52,14.12,0.7,11.9,7.98,4.32,23,9,2
18.0,23.5,0.5,9.65,0.39,20.83,5.52,5.35,0,9,3
13.25,17.75,0.6,7.3,0.2,28.4,4.37,5.1,1,9,3
10.25,14.25,0.6,7.4,0.17,33.9,4.37,4.53,2,9,3
7.0,21.0,0.35,3.0,0.14,39.35,1.85,3.52,3,9,3
4.0,25.75,0.28,3.88,0.14,33.28,2.28,3.02,4,9,3
7.25,12.5,0.3,3.12,0.14,40.78,1.82,2.72,5,9,3
4.0,9.25,0.2,6.5,0.2,36.58,3.6,2.9,6,9,3
1.25,17.25,0.25,8.88,0.24,40.0,4.92,4.32,7,9,3
2.75,14.25,0.62,9.25,0.24,38.6,5.45,5.62,8,9,3
6.25,11.0,1.2,13.7,0.32,31.72,8.25,5.28,9,9,3
6.75,12.0,0.75,9.45,0.29,41.05,5.62,4.1,10,9,3
5.5,15.5,0.7,7.9,0.26,35.52,4.8,3.6,11,9,3
4.5,13.25,1.03,10.93,0.35,30.2,6.63,9.83,12,9,3
6.25,14.75,1.08,9.78,0.32,34.52,6.05,5.95,13,9,3
4.75,15.0,1.32,11.05,0.32,30.95,6.95,5.6,14,9,3
5.0,18.75,0.45,7.8,0.2,43.75,4.53,5.08,15,9,3
8.5,17.25,0.48,6.4,0.2,45.8,3.78,4.92,16,9,3
5.25,15.0,0.68,8.05,0.26,38.55,4.82,4.8,17,9,3
3.25,20.5,0.65,8.82,0.32,31.6,5.22,4.43,18,9,3
4.0,25.25,0.4,13.0,0.46,21.02,7.22,4.1,19,9,3
6.75,25.5,0.65,17.92,0.58,18.22,10.05,3.8,20,9,3
16.0,30.25,0.15,4.38,0.23,40.02,2.45,3.15,21,9,3
9.5,14.75,0.15,7.9,0.27,22.5,4.2,2.75,22,9,3
3.0,19.0,0.25,9.35,0.3,15.45,5.2,2.35,23,9,3
3.75,12.75,0.23,7.2,0.38,13.13,3.97,2.45,0,9,4
2.5,18.0,0.17,5.87,0.37,7.6,3.27,2.9,1,9,4
1.0,14.25,0.13,6.3,0.38,14.38,3.47,3.67,2,9,4
1.0,15.0,0.3,6.12,0.34,11.5,3.5,3.6,3,9,4
1.0,14.25,0.2,5.12,0.31,15.88,2.9,3.32,4,9,4
1.0,13.25,0.3,4.6,0.31,20.42,2.62,3.32,5,9,4
1.4444444444444444,16.75,0.5,3.78,0.3,39.12,2.4,2.65,6,9,4
1.8888888888888888,10.75,0.85,7.4,0.38,33.5,4.62,2.2,7,9,4
2.333333333333333,8.5,0.9,7.6,0.4,34.72,4.75,1.95,8,9,4
2.7777777777777777,13.75,1.45,8.08,0.41,23.92,5.48,2.65,9,9,4
3.222222222222222,15.0,0.9,5.48,0.4,42.28,3.68,3.68,10,9,4
3.6666666666666665,22.75,1.3,4.85,0.4,39.0,3.62,3.68,11,9,4
4.111111111111111,22.0,0.85,4.5,0.39,41.08,3.08,4.05,12,9,4
4.555555555555555,20.75,1.65,8.2,0.37,31.08,5.7,3.78,13,9,4
5.0,17.0,2.6,10.4,0.4,30.52,7.65,3.72,14,9,4
6.25,20.75,1.05,5.12,0.34,32.58,3.58,3.85,15,9,4
6.5,22.0,4.08,9.02,0.34,28.45,8.12,3.4,16,9,4
4.25,18.5,0.55,6.0,0.38,26.7,3.65,3.2,17,9,4
5.0,20.5,0.55,8.52,0.45,22.65,5.0,3.02,18,9,4
4.25,19.0,0.35,11.32,0.52,16.75,6.3,2.82,19,9,4
7.0,22.75,0.78,17.48,0.72,9.28,9.93,2.88,20,9,4
13.25,32.75,0.3,15.12,0.64,11.75,8.28,2.45,21,9,4
8.25,18.5,0.2,8.55,0.44,18.62,4.68,1.98,22,9,4
2.0,19.0,0.15,6.78,0.35,18.27,3.62,1.98,23,9,4
3.0,15.5,0.32,5.92,0.37,9.17,3.38,1.95,0,9,5
7.0,14.0,0.5,3.42,0.33,24.03,2.17,2.48,1,9,5
6.0,13.5,0.2,3.52,0.32,23.25,2.08,2.45,2,9,5
1.75,11.5,0.18,3.25,0.32,22.65,1.88,2.38,3,9,5
1.0,8.75,0.25,4.78,0.32,14.23,2.75,2.35,4,9,5
1.25,10.0,0.42,4.05,0.35,6.15,2.5,2.17,5,9,5
2.75,16.75,0.98,5.6,0.39,14.95,3.78,1.95,6,9,5
5.5,17.0,0.95,4.9,0.4,25.15,3.4,1.72,7,9,5
7.25,19.75,0.82,4.4,0.39,23.62,2.98,2.33,8,9,5
8.0,16.75,1.05,4.7,0.4,42.35,3.35,3.65,9,9,5
9.25,23.0,0.72,4.1,0.4,44.35,2.8,4.53,10,9,5
13.25,23.75,0.5,4.3,0.38,45.32,2.7,4.95,11,9,5
10.25,23.25,0.75,4.22,0.34,45.55,2.85,4.45,12,9,5
7.5,24.75,0.62,4.32,0.35,45.58,2.82,3.8,13,9,5
4.75,23.0,0.5,4.32,0.34,46.92,2.72,3.62,14,9,5
3.5,18.5,0.68,3.97,0.33,43.52,2.68,3.55,15,9,5
5.5,17.0,0.62,4.1,0.34,36.35,2.68,3.68,16,9,5
8.0,18.25,0.6,5.4,0.39,35.5,3.38,3.68,17,9,5
11.5,24.5,1.15,10.52,0.49,26.62,6.5,3.55,18,9,5
13.5,31.25,0.98,13.12,0.55,21.92,7.78,3.45,19,9,5
15.25,35.0,1.6,13.48,0.52,19.15,8.5,2.92,20,9,5
11.25,34.75,1.92,13.15,0.52,18.62,8.57,2.58,21,9,5
8.25,32.0,1.32,12.08,0.46,18.9,7.5,2.65,22,9,5
7.5,29.25,0.8,8.85,0.43,14.95,5.35,2.82,23,9,5
12.0,32.5,0.68,7.15,0.34,18.3,4.32,3.2,0,9,6
12.0,30.25,0.48,6.43,0.33,33.9,3.82,3.5,1,9,6
14.75,31.5,0.42,6.28,0.32,34.72,3.7,3.58,2,9,6
19.25,33.25,0.42,4.72,0.32,24.7,2.82,3.55,3,9,6
13.0,34.0,0.75,6.22,0.32,20.23,3.92,2.95,4,9,6
14.0,42.25,0.38,6.02,0.33,19.77,3.52,2.98,5,9,6
17.75,34.5,0.7,6.25,0.32,22.48,3.9,3.02,6,9,6
17.0,38.25,0.45,3.22,0.33,25.55,2.07,3.3,7,9,6
20.0,32.25,0.38,2.52,0.33,36.83,1.7,3.6,8,9,6
18.75,31.75,0.38,2.1,0.35,41.58,1.4,3.95,9,9,6
15.5,28.0,0.28,3.15,0.39,52.78,1.85,4.62,10,9,6
20.0,41.0,0.3,3.42,0.36,55.72,2.05,4.68,11,9,6
15.75,36.75,0.38,3.62,0.37,50.62,2.25,4.2,12,9,6
17.25,37.0,0.35,3.5,0.37,46.48,2.15,4.08,13,9,6
26.0,41.0,0.45,4.2,0.37,39.12,2.58,3.5,14,9,6
12.25,30.5,0.57,4.47,0.37,37.0,2.88,3.28,15,9,6
10.0,20.0,3.4,16.2,0.43,15.6,11.38,2.62,16,9,6
11.0,23.0,0.72,8.75,0.53,12.72,5.25,3.2,17,9,6
14.0,24.0,0.5,12.62,0.62,10.42,7.12,3.02,18,9,6
12.75,25.25,0.6,20.5,0.76,7.6,11.42,2.62,19,9,6
13.25,29.0,0.78,17.3,0.74,11.75,9.8,2.85,20,9,6
17.25,36.25,0.3,9.55,0.56,19.12,5.3,3.0,21,9,6
16.25,36.25,0.72,10.42,0.51,20.1,6.15,2.7,22,9,6
18.5,31.75,0.55,8.07,0.4,21.08,4.72,3.0,23,9,6
10.0,22.75,0.22,4.53,0.33,21.97,2.62,2.92,0,9,0
12.0,23.75,0.22,3.52,0.34,20.4,2.05,3.22,1,9,0
17.75,30.0,0.3,3.62,0.32,9.9,2.17,3.3,2,9,0
12.5,28.75,0.35,3.65,0.34,7.75,2.2,2.55,3,9,0
9.5,24.0,0.3,3.82,0.34,9.1,2.3,2.02,4,9,0
8.5,23.75,0.78,5.18,0.41,7.4,3.4,2.15,5,9,0
11.25,24.25,1.45,4.72,0.44,11.1,3.72,2.9,6,9,0
15.25,27.75,0.98,2.98,0.4,18.1,2.4,3.22,7,9,0
12.75,27.25,0.68,2.78,0.4,24.32,2.02,3.25,8,9,0
14.5,28.5,0.32,2.48,0.41,29.38,1.58,3.68,9,9,0
12.25,30.5,0.65,2.88,0.38,32.02,2.02,3.5,10,9,0
9.0,27.25,0.62,3.5,0.39,40.22,2.38,3.88,11,9,0
10.0,21.0,0.52,3.45,0.4,42.0,2.25,4.22,12,9,0
14.75,26.25,0.72,4.08,0.42,42.6,2.72,4.25,13,9,0
17.25,36.75,0.85,4.45,0.46,44.3,3.05,4.3,14,9,0
15.25,47.0,0.82,3.58,0.41,49.12,2.58,2.4,15,9,0
19.25,43.0,1.3,12.85,0.6,25.98,7.9,2.92,16,9,0
26.5,42.75,4.92,19.5,0.69,12.15,14.35,2.93,17,9,0
20.0,41.25,3.9,20.85,0.6,11.95,14.25,3.1,18,9,0
16.5,39.25,1.08,9.8,0.58,27.85,6.08,3.38,19,9,0
17.5,40.5,0.22,8.55,0.54,28.3,4.72,3.15,20,9,0
16.75,37.25,0.35,8.43,0.55,24.98,4.62,2.92,21,9,0
17.0,35.25,0.28,10.02,0.52,24.55,5.55,3.22,22,9,0
9.75,37.25,0.32,8.15,0.46,17.38,4.6,3.02,23,9,0
12.5,38.25,0.32,6.72,0.38,15.53,3.82,2.3,0,10,1
12.75,28.25,0.2,5.0,0.34,16.6,2.85,1.65,1,10,1
7.0,27.75,0.15,4.65,0.32,9.82,2.6,1.4,2,10,1
3.75,21.25,0.32,3.45,0.3,13.18,2.08,1.4,3,10,1
3.5,17.25,0.4,3.42,0.31,12.63,2.1,1.32,4,10,1
7.25,24.5,0.57,4.58,0.38,11.23,2.88,1.38,5,10,1
11.75,24.0,0.85,4.45,0.37,16.68,3.08,1.82,6,10,1
10.5,28.25,0.55,2.95,0.36,21.9,2.05,3.62,7,10,1
12.0,29.5,0.6,2.75,0.35,29.42,1.92,3.82,8,10,1
12.75,33.0,0.6,2.92,0.36,31.38,2.08,3.65,9,10,1
16.75,40.5,0.6,4.22,0.39,47.18,2.75,3.62,10,10,1
20.0,54.5,0.55,4.58,0.4,52.7,2.85,4.25,11,10,1
25.75,58.25,0.62,4.47,0.4,60.32,2.88,3.9,12,10,1
33.0,66.25,0.7,4.68,0.48,80.7,3.05,4.8,13,10,1
38.5,67.0,0.52,5.48,0.52,92.92,3.32,5.38,14,10,1
44.5,71.25,0.6,6.82,0.5,89.1,4.1,4.45,15,10,1
47.0,83.5,0.55,6.75,0.48,48.0,4.03,3.88,16,10,1
33.75,79.0,0.7,15.02,0.55,23.92,8.55,3.78,17,10,1
31.0,121.75,2.75,29.65,0.71,16.42,18.02,1.48,18,10,1
51.0,170.0,2.97,21.45,0.74,14.42,13.8,2.35,19,10,1
42.75,136.5,0.57,8.48,0.41,25.85,4.95,3.6,20,10,1
26.75,80.5,0.48,10.15,0.42,19.1,5.78,3.75,21,10,1
20.75,78.0,0.52,10.98,0.42,19.2,6.25,3.12,22,10,1
16.5,60.0,0.32,7.25,0.36,25.2,4.15,2.68,23,10,1
17.0,49.75,0.22,5.0,0.34,22.23,2.85,2.52,0,10,2
14.0,52.0,0.3,3.85,0.33,10.37,2.3,2.35,1,10,2
13.5,46.25,0.32,3.52,0.33,14.42,2.15,2.05,2,10,2
10.75,40.0,0.32,2.9,0.34,15.48,1.8,2.17,3,10,2
12.25,40.5,0.3,2.58,0.34,16.0,1.58,2.32,4,10,2
20.5,42.25,0.45,3.22,0.34,11.75,2.1,2.52,5,10,2
24.0,42.25,0.72,4.58,0.4,11.18,3.02,2.52,6,10,2
25.5,51.0,0.75,3.45,0.38,14.92,2.42,2.5,7,10,2
21.25,55.0,0.65,3.52,0.38,20.05,2.42,2.5,8,10,2
25.0,56.25,0.55,3.35,0.36,23.45,2.22,2.45,9,10,2
22.0,58.0,0.55,5.1,0.4,31.67,3.15,3.6,10,10,2
21.75,51.0,0.85,5.62,0.45,42.58,3.68,14.05,11,10,2
23.5,55.0,1.32,7.15,0.42,52.4,4.88,25.35,12,10,2
36.25,72.25,1.35,9.48,0.46,69.45,6.12,18.0,13,10,2
48.0,80.0,1.2,10.4,0.55,75.3,6.5,18.0,14,10,2
47.05769230769231,127.13333333333333,1.2,11.819791666666667,0.0,3.4,6.5,17.68122448979592,15,10,2
46.11538461538461,174.26666666666665,1.2,13.239583333333334,0.0,3.4,6.5,17.362448979591836,16,10,2
45.17307692307692,221.4,1.2,14.659375,0.0,3.4,6.5,17.043673469387755,17,10,2
44.23076923076923,268.5333333333333,1.2,16.079166666666666,0.0,2.9,6.5,16.724897959183675,18,10,2
43.28846153846154,315.66666666666663,1.2,17.498958333333334,0.0,3.2,6.5,16.40612244897959,19,10,2
42.34615384615385,362.8,1.2,18.91875,0.0,2.83,6.5,16.08734693877551,20,10,2
41.40384615384615,409.93333333333334,1.2,20.338541666666664,0.0,5.8,6.5,15.768571428571429,21,10,2
40.46153846153846,457.06666666666666,1.2,21.758333333333333,0.0,9.1,6.5,15.449795918367347,22,10,2
39.519230769230774,504.2,1.2,23.178125,0.0,8.1,6.5,15.131020408163266,23,10,2
38.57692307692308,551.3333333333333,1.2,24.597916666666666,0.0,6.2,6.5,14.812244897959184,0,10,3
37.63461538461539,598.4666666666666,1.2,26.01770833333333,0.0,34.8,6.5,14.493469387755102,1,10,3
